#ccd_name|name|trimmed_xmin|trimmed_xmax|trimmed_ymin|trimmed_ymax|read_corner|gain|readnoise|flipx|flipy|raw_xmin|raw_xmax|raw_ymin|raw_ymax|x_offset|y_offset|raw_data_xmin|raw_data_xmax|raw_data_ymin|raw_data_ymax|hoscan_xmin|hoscan_ymin|hoscan_xmax|hoscan_ymax|voscan_xmin|voscan_ymin|voscan_xmax|voscan_ymax|pscan_xmin|pscan_xmax|pscan_ymin|pscan_ymax|lin_coeffs|lin_type|lin_thresh|lin_max|lin_units
R:0,0 S:1,2|C:0,1|0|99|51|101|0|0.1|10.|0|0|0|124|0|57|0|58|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:0,0 S:1,2|C:0,2|0|99|102|152|0|0.2|10.|0|0|0|124|0|57|0|116|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:0,0 S:1,2|C:0,3|0|99|153|203|0|0.3|10.|0|0|0|124|0|57|0|174|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:0,0 S:1,2|C:1,0|100|199|0|50|0|0.10|10.|1|0|0|124|0|57|125|0|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:0,0 S:1,2|C:1,1|100|199|51|101|0|0.11|10.|1|0|0|124|0|57|125|58|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:0,0 S:1,2|C:1,2|100|199|102|152|0|0.12|10.|1|0|0|124|0|57|125|116|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:0,0 S:1,2|C:1,3|100|199|153|203|0|0.12|10.|1|0|0|124|0|57|125|174|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:0,0|C:0,0|0|99|0|203|0|0.5|10.|0|0|0|124|0|212|0|0|15|114|2|205|0|2|14|205|15|206|114|212|15|114|0|1|1.|PROPORTIONAL|10.0|65535.0|DN
R:1,0 S:0,0|C:1,0|100|199|0|203|0|1.0|10.|1|0|0|124|0|212|125|0|15|114|2|205|0|2|14|205|15|206|114|212|15|114|0|1|1.|PROPORTIONAL|0.1|65535.0|ELECTRONS
R:1,0 S:1,0|C:0,0|0|99|0|50|0|0.0|10.|0|0|0|124|0|57|0|0|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:1,0|C:0,1|0|99|51|101|0|0.1|10.|0|0|0|124|0|57|0|58|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:1,0|C:0,2|0|99|102|152|0|0.2|10.|0|0|0|124|0|57|0|116|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:1,0|C:0,3|0|99|153|203|0|0.3|10.|0|0|0|124|0|57|0|174|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:1,0|C:1,0|100|199|0|50|0|0.10|10.|1|0|0|124|0|57|125|0|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:1,0|C:1,1|100|199|51|101|0|0.11|10.|1|0|0|124|0|57|125|58|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:1,0|C:1,2|100|199|102|152|0|0.12|10.|1|0|0|124|0|57|125|116|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:1,0|C:1,3|100|199|153|203|0|0.14|10.|1|0|0|124|0|57|125|174|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:0,1|C:0,0|0|99|0|50|0|0.0|10.|0|0|0|124|0|57|0|0|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:0,1|C:0,1|0|99|51|101|0|0.1|10.|0|0|0|124|0|57|0|58|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:0,1|C:0,2|0|99|102|152|0|0.2|10.|0|0|0|124|0|57|0|116|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:0,1|C:0,3|0|99|153|203|0|0.3|10.|0|0|0|124|0|57|0|174|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:0,1|C:1,0|100|199|0|50|0|0.10|10.|1|0|0|124|0|57|125|0|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:0,1|C:1,1|100|199|51|101|0|0.11|10.|1|0|0|124|0|57|125|58|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:0,1|C:1,2|100|199|102|152|0|0.12|10.|1|0|0|124|0|57|125|116|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:0,1|C:1,3|100|199|153|203|0|0.14|10.|1|0|0|124|0|57|125|174|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:1,1|C:0,0|0|99|0|50|0|0.0|10.|0|0|0|124|0|57|0|0|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:1,1|C:0,1|0|99|51|101|0|0.1|10.|0|0|0|124|0|57|0|58|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:1,1|C:0,2|0|99|102|152|0|0.2|10.|0|0|0|124|0|57|0|116|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:1,1|C:0,3|0|99|153|203|0|0.3|10.|0|0|0|124|0|57|0|174|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:1,1|C:1,0|100|199|0|50|0|0.10|10.|1|0|0|124|0|57|125|0|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:1,1|C:1,1|100|199|51|101|0|0.11|10.|1|0|0|124|0|57|125|58|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:1,1|C:1,2|100|199|102|152|0|0.12|10.|1|0|0|124|0|57|125|116|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:1,1|C:1,3|100|199|153|203|0|0.14|10.|1|0|0|124|0|57|125|174|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:0,2|C:0,0|0|99|0|50|0|0.0|10.|0|0|0|124|0|57|0|0|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:0,2|C:0,1|0|99|51|101|0|0.1|10.|0|0|0|124|0|57|0|58|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:0,2|C:0,2|0|99|102|152|0|0.2|10.|0|0|0|124|0|57|0|116|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:0,2|C:0,3|0|99|153|203|0|0.3|10.|0|0|0|124|0|57|0|174|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:0,2|C:1,0|100|199|0|50|0|0.10|10.|1|0|0|124|0|57|125|0|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:0,2|C:1,1|100|199|51|101|0|0.11|10.|1|0|0|124|0|57|125|58|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:0,2|C:1,2|100|199|102|152|0|0.12|10.|1|0|0|124|0|57|125|116|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:0,2|C:1,3|100|199|153|203|0|0.14|10.|1|0|0|124|0|57|125|174|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:1,2|C:0,0|0|99|0|50|0|0.0|10.|0|0|0|124|0|57|0|0|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:1,2|C:0,1|0|99|51|101|0|0.1|10.|0|0|0|124|0|57|0|58|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:1,2|C:0,2|0|99|102|152|0|0.2|10.|0|0|0|124|0|57|0|116|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:1,2|C:0,3|0|99|153|203|0|0.3|10.|0|0|0|124|0|57|0|174|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:1,2|C:1,0|100|199|0|50|0|0.10|10.|1|0|0|124|0|57|125|0|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:1,2|C:1,1|100|199|51|101|0|0.11|10.|1|0|0|124|0|57|125|58|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:1,2|C:1,2|100|199|102|152|0|0.12|10.|1|0|0|124|0|57|125|116|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
R:1,0 S:1,2|C:1,3|100|199|153|203|0|0.14|10.|1|0|0|124|0|57|125|174|10|109|2|52|110|2|124|52|10|53|109|57|10|109|0|1|0.|PROPORTIONAL|0.|65535.|DN
